id,newspaper_id,content,label
57,2,"Hành_lang pháp_lý hiện_tại vẫn chưa có quy_định nào trong việc ghi_nhận tính chính_quy của các hiệp_sĩ ngoài sự_trân_trọng tinh_thần trượng nghĩa từ người_dân
",0
58,2,"Chúng_ta cần nhìn_nhận các hiệp_sĩ là người phải gánh_chịu mọi_sự nguy_hiểm , thiệt_hại về tính_mạng , tài_sản , tất_cả mọi trách_nhiệm pháp_lý khác nếu lỡ gây_ra thương_tích hay tử_vong cho đối_tượng gây_án , người xung_quanh khi làm_việc_nghĩa
",1
59,2,"Ngoài_ra , họ phải chịu_trách_nhiệm về mặt hình_sự , dân_sự theo luật_định hiện_hành
",0
60,2,"Đây chính là một thực_tế mà các hiệp_sĩ phải tự chịu , luật_sư Đức chia_sẻ
",0
61,2,"Theo ông Đức , việc thừa_nhận tính pháp_lý hoạt_động chính_thống của các đội , nhóm hiệp_sĩ thuộc về chủ_trương của các cơ_quan quản_lý nhà_nước có thẩm_quyền
",0
63,2,"Hiện_nay vẫn chưa có chế_độ chính_sách theo luật_định đối_với các hiệp_sĩ
",0
64,2,"Tôi cho_rằng cần có quy_định cụ_thể rõ_ràng , ghi_nhận và trân_trọng việc_làm , sự_xả_thân của họ vì người_dân
",0
65,2,"Bên_cạnh đó nhà chức_trách cần phát_huy , nêu_cao tinh_thần của hiệp_sĩ đối_với người_dân trong việc phát_động mọi công_dân có_nghĩa vụ tích_cực tham_gia đấu_tranh , phòng_ngừa và chống tội_phạm theo khoản 3 Điều 4 Bộ_Luật hình_sự hiện_hành cũng_như đã được phát_động cổ_vũ phong_trào trong toàn_dân bấy_lâu_nay
",0
66,2,"Cần xây_dựng một bộ quy_tắc mẫu nhằm tuyên_truyền , đề mọi_người , các hiệp_sĩ ứng_xử , đối_phó với các tình_huống khi phát_hiện các đối_tượng gây_án
",0
67,2,"Qua_đó nhằm đảm_bảo an_toàn sức_khỏe tính_mạng cho chính người_dân cũng_như các hiệp_sĩ , luật_sư Đức_nêu ý_kiến
",0
68,2,"Phương_Trang Nguồn Soha Trí_thức trẻ
",0
69,3,"Mới_đây , ông_bố Zachary Paul Koehn , 29 tuổi , ở Iowa , nước Mỹ đã phải ra hầu_toà cùng với cô_bạn_gái Cheyanne Harris sau_khi cả_hai vô_trách_nhiệm dẫn đến cái_chết của cậu con_trai chỉ mới 4 tháng tuổi có tên là Sterling Koehn
",1
70,3,"Hãng tin TS đưa_tin cho hay mới_đây , ông_bố Zachary Paul Koehn , 29 tuổi , ở Iowa , nước Mỹ đã phải ra hầu_toà cùng với cô_bạn_gái Cheyanne Harris sau_khi cả_hai vô_trách_nhiệm dẫn đến cái_chết của cậu con_trai chỉ mới 4 tháng tuổi có tên là Sterling Koehn
",1
71,3,"Bé trai Sterling Koehn vừa qua_đời theo cách đầy uẩn_ức
",1
72,3,"Kết_quả khám_nghiệm tử_thi cho thấy đứa trẻ đã chết vì bị suy dinh_dưỡng , mất_nước và nhiễm_trùng
",2
73,3,"Nguyên_nhân cụ_thể là do Zachary Paul Koehn đã cho con_trai mặc một chiếc bỉm quá lâu mà không hề thay mới
",2
74,3,"Chất_thải mà đứa trẻ thải_ra đã có_giòi bọ sinh_sôi , phát_triển
",2
75,3,"Bên_cạnh_đó , các chất_thải trong bỉm ngấm qua da , khiến vi_khuẩn E.coli sống trong bỉm và chất_thải xâm_nhập vào đường_máu , gây nhiễm_khuẩn nặng
",2
77,3,"Quần_áo và chăn nệm xung_quanh em_bé cũng bẩn_thỉu và dường_như đã không được thay mới , giặt giữ trong_suốt nhiều ngày
",2
78,3,"Khi qua_đời , em_bé mặc_dù đã 4 tháng tuổi nhưng chỉ nặng có 3,2 kg , cân_nặng thậm_chí còn ít_hơn nhiều đứa trẻ sơ_sinh
",2
79,3,"Vào ngày con_trai qua_đời , Zachary Paul Koehn gọi đến 911 báo rằng con mình đã tử_vong
",1
80,3,"Sau_đó , phía cảnh_sát nhanh_chóng cử nhân_viên y_tế đến nhà để xem_xét tình_hình và phát_hiện ra hiện_thực phũ_phàng
",1
81,3,"Nhân_viên y_tế ngày hôm_đó , Toni Friedrich kể_lại rằng vẻ_mặt của ông_bố Zachary Paul Koehn khi ấy chẳng có chút cảm_xúc thương_xót nào
",1
82,3,"Phòng_ngủ của bé thì tối_tăm , nóng_nực và đôi_mắt thằng_bé vẫn mở nhưng đó là một ánh nhìn chòng_chọc trống_rỗng
",1
83,3,"Sau_khi Zachary Paul Koehn bị truy_tố , phía luật_sư bào_chữa đã tuyên_bố cái chết của đứa trẻ là một thảm_kịch nhưng không_thể cấu thành tội giết_người
",1
84,3,"Tuy_nhiên , phía công_tố thì lại cho_rằng Zachary Paul Koehn không_hề bất_cẩn , vô_ý
",1
85,3,"Trước_đó , ông bố 29 tuổi này đã có_kinh_nghiệm làm phụ_huynh và còn đang nuôi_dạy một cô con_gái 2 tuổi nữa
",0
86,3,"Zachary Paul Koehn cũng có đủ khả_năng để mua thực_phẩm và đồ_dùng cho em_bé nhưng đã không chịu làm_tròn thiên_chức của mình
",0
87,3,"Minh_Di ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0
88,3,,3
89,4,"Khi về tới hiện_trường , anh Long hoảng_hốt khi nhận_được tin 4 người trong nhà bị Khánh_chém tử_vong
",2
90,4,"Hơn hai ngày sau khi xảy_ra vụ thảm_án khiến 4 chết ở Cao_Bằng , nhiều người_dân sinh_sống tại xã Quang_Trọng ( huyện Thạch_An , tỉnh Cao_Bằng ) vẫn chưa hết sợ_hãi , bất_an trước những lời kể rùng_rợn về Lý_Đình_Khánh ( SN 1987 ) , kẻ nhẫn_tâm ra_tay sát_hại 4 người
",1
91,4,"Theo thông_tin từ VTC News , khi phóng_viên tìm đến hiện_trường , chị Triệu_Thị_Coi ( SN 1992 ) là người chạy thoát_khỏi sự_truy_đuổi của kẻ_giết_người chia_sẻ Thời_điểm vụ_việc xảy_ra vào khoảng 2h sáng_ngày 75 , tôi cùng 2 con_nhỏ và bà_ngoại đang ngủ trong nhà thì nghe_thấy tiếng chị dâu từ bên nhà chạy sang hét lớn với giọng hoảng_sợ , bảo tôi gọi_điện báo công_an là thằng Khánh giết_người
",2
92,4,"Lúc_này , tay tôi run_run cầm điện_thoại gọi công_an nhưng lại gọi nhầm cho người_khác
",1
93,4,"Chị Phương_chạy vào nhà còn chưa kịp đóng_cửa thì bị Khánh đuổi_kịp chém_chết tại_chỗ , rồi Khánh lao_vào nhà đòi giết_người
",2
94,4,"Do quá hoảng_loạn , tôi chỉ kịp cầm chiếc điện_thoại rồi đẩy cánh_cửa chạy vội ra_ngoài
",0
95,4,"Vừa chạy được mấy bước thì ngã xuống_hố sâu nhưng cũng may vì ngã xuống_hố nên tôi không bị Khánh_đuổi chém_tiếp
",1
96,4,"Trong lúc chạy_trốn , tôi nghe_rõ tiếng bà_ngoại van_xin và tiếng con tôi khóc lớn trong_đêm
",2
97,4,"Đến giờ , trong đầu tôi lúc_nào_cũng hiện_lên cảnh_tượng ấy khiến tôi luôn ám_ảnh , sợ_hãi
",1
98,4,"Chị Coi kể_lại giây_phút chạy thoát khi bị đối_tượng Khánh truy_đuổi
",0
99,4,"Sáng_ngày 8/11 , chị Coi và người_thân trở_lại căn_nhà nơi xảy_ra thảm_án và dọn_dẹp những đống đổ_nát bên_trong
",0
100,4,"Tại_đây , chị không cầm được nước mắt khi nhìn_thấy những nhát chém và vết_tích còn sót_lại của người_thân
",2
101,4,"Hai con của chị C đã thiệt_mạng dưới lưỡi_dao của đối_tượng Lưu_Đình_Khánh trong_đêm kinh_hoàng ấy
",2
103,4,"Cũng theo thông_tin từ Thời_đại , sau khi vụ_án mạng xảy_ra , anh Triệu_Văn_Long ( trú_tại thôn Nà_Phạc , xã Quang_Trọng , huyện Thạch_An , tỉnh ) bỗng được người_thân gọi dậy về_nhà ngay có việc quan_trọng
",1
104,4,"Linh_tính mách_bảo có_chuyện gì kinh_khủng lắm xảy_ra mọi_người mới phải gọi_về lúc đêm_khuya như_vậy , anh Long đã không dám tự đi xe về một_mình mà nhờ anh_rể đưa_về
",1
105,4,"Khi về đến đầu ngõ dẫn vào nhà , anh Long thấy có hàng chục người_dân đứng tập_trung hai bên_đường , căn_nhà của chị_dâu là Triệu Thị P ( nạn_nhân bị Khánh sát_hại ) đã bị cháy_rụi nên nghĩ rằng bị cháy_nhà
",1
106,4,,3
107,4,"Nhưng chỉ ít phút sau , anh nhận_được tin sét_đánh ngang tai khiến người_đàn_ông từng_trải , bôn_ba khắp_nơi này phải ngã_quỵ đó là việc hai con của vợ_chồng anh là cháu Triệu Văn T ( 6 tuổi ) và Triệu_Thị_U ( 2 tuổi ) cùng bà ngoại Lý Thị D ( 82 tuổi ) , chị_dâu Triệu Thị P bị Lý_Đình_Khánh sát_hại trong_đêm
",2
108,4,,3
109,4,,3
110,4,,3
111,4,"Khi về tới hiện_trường , anh Long hoảng_hốt khi nhận_được tin 4 người trong nhà bị Khánh_chém tử_vong
",2
112,4,"Anh Long chia_sẻ Khi về tới nhà , cả_người anh như tê_dại , đầu_óc u_mê trống_rỗng
",0
113,4,"Điều duy_nhất lúc_ấy anh nghĩ_tới là tìm được Lý_Đình_Khánh
",0
114,4,"Mặc_dù về tới nhà_lúc gần 7h sáng nhưng phải đến hơn 2h chiều anh Long mới được cơ_quan công_an cho vào hiện_trường
",0
115,4,"Lúc nhìn các con và mọi_người , tôi không_biết phải diễn_tả cảm_xúc khi_đó như_thế_nào , đau_đớn lắm
",0
116,4,"Chị_dâu thì nằm chết ở ngay_cạnh cửa_nhà , còn thằng_cu lớn nằm ở mép_cửa
",2
117,4,"Thằng T ( con_trai anh Long PV ) nó khoẻ và nhanh lắm , chắc lúc đấy thằng_bé bỏ chạy ra được đến cửa chưa kịp mở chốt thì bị_chém
",2
118,4,,3
119,4,"Còn đứa thứ 2 và bà_ngoại chết trên giường_ngủ
",2
120,4,"Trên người ai cũng có rất nhiều vết chém , anh Long kể_lại giây_phút vào hiện_trường
",2
121,4,,3
122,4,,3
123,4,,3
124,4,"Được_biết , sau khi được các đơn_vị chức_năng bàn_giao thi_thể cho gia_đình , ngay trong chiều cùng ngày anh và mọi_người trong dòng_họ cùng bà_con hàng_xóm đã đưa người_thân về nơi yên_nghỉ cuối_cùng
",1
125,4,"Anh Long chia_sẻ , trước đêm xảy_ra vụ_án khoảng 3 4 ngày , anh đến nhà bố_mẹ_vợ ở huyện Thông_Nông , tỉnh Cao_Bằng để giúp gia_đình thu_hoạch vụ mùa
",0
126,4,"Do ở_nhà còn hai con_nhỏ và bà_ngoại nên vợ anh không_thể đi_cùng
",0
127,4,"Là người cùng bản nên giữa anh_Long và Khánh thường chơi và sinh_hoạt cùng_nhau trong những hoạt_động của địa_phương
",0
128,4,"Giữa hai người từ trước tới nay chưa xảy_ra mâu_thuẫn hay xích_mích gì
",0
129,4,"Chị Coi , vợ anh Long cho_biết , gia_đình chị không_còn dám ở ngôi_nhà hiện_tại mà sẽ ở tạm nhà người_thân rồi dựng ngôi_nhà khác
",0
130,4,"Về nghi_phạm , trao_đổi với Báo Người_Lao_Động , một lãnh_đạo Công_an tỉnh Cao_Bằng cho_biết Lý_Đình_Khánh ( 31 tuổi , người_dân tộc Dao , trú_tại xóm Nà Phạc ; đã có vợ và 2 con ) , từng bị phạt 3 năm tù về tội hiếp_dâm trẻ_em , mãn_hạn tù năm 2014
",1
131,4,"Trước_đó , vào_khoảng 1h ngày 75 , tại xã Quang_Trọng ( huyện Thạch_An , tỉnh Cao_Bằng ) , khiến 4 người_chết
",1
132,4,"Nạn_nhân là chị Triệu_Thị_Phương ( SN 1983 ) , cháu Triệu_Văn_Tiến ( SN 2012 ) , cháu Triệu_Thị_Uyên ( SN 2016 ) và bà Lý_Thị_Dân ( SN 1932 ) bị_thương nặng , chết trên đường_đi cấp_cứu
",2
133,4,"Ngay sau_khi nhận_được thông_tin , Giám_đốc Công_an tỉnh Cao_Bằng lập_tức chỉ_đạo các đơn_vị nghiệp_vụ xác_minh , truy_tìm hung_thủ
",1
134,4,"Đến 2h45 cùng ngày , lực_lượng công_an xác_định và bắt_giữ được kẻ gây_án là Lý_Đình_Khánh ( SN 1987 , ở cùng xóm Nà_Phạc , xã Quang_Trọng )
",1
135,4,"Tại Cơ_quan Cảnh_sát điều_tra , Khánh khai_nhận , chiều 6/5 , Khánh_đi giúp gia_đình bên_ngoại chị Phương_làm nhà rồi ở_lại ăn_cơm tối
",1
136,4,"Xong_xuôi , Khánh_đi xe_máy về_nhà
",0
137,4,"Đến khoảng 0h ngày 7/5 , trong_lúc đi_qua nhà chị Phương , Khánh dừng_lại rồi vào nhà trêu_ghẹo thì bị chị Phương chống_trả , chạy thoát ra_ngoài
",1
138,4,"Lúc_này , chị Phương_chạy đến nhà em_dâu Triệu_Thị_Coi ( SN 1992 ) để cầu_cứu , nhưng khi chị Coi vừa mở_cửa thì Khánh đuổi_kịp và chém_chết Phương_ngay cửa_nhà , còn chị Coi chạy thoát ra_ngoài
",2
139,4,"Đuổi không_kịp , Khánh quay_lại nhà chị Coi , chém_chết 2 người con của chị là cháu Triệu_Văn_Tiến và cháu Triệu_Thị_Uyên_rồi chém Lý_Thị_Dân gục tại_chỗ
",2
140,4,"Sau_khi gây_án , Khánh quay_lại nhà chị Phương_tìm giết hai con của chị là cháu Triệu_Thị_Kim_Ngân ( SN 2008 ) và Triệu_Thị_Kim_Nga ( SN 2013 ) để bịt đầu_mối nhưng hai cháu đã kịp chạy trốn_thoát
",2
141,4,"Tiếp_đó , Khánh đốt_nhà của chị Phương_rồi bỏ_trốn và bị cơ_quan công_an bắt_giữ ngay sau_đó
",1
142,4,"Nguyên_nhân vụ_việc do Khánh muốn cưỡng_hiếp chị Phương nhưng bị chống_cự nên hắn đã ra_tay sát_hại chị và 3 người thânHà Trang ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",2
143,4,,3
144,5,Công_an tỉnh Sơn_La đã phối_hợp với công_an huyện Vân_Hồ_tiến_hành bắt_giữ nghi phạm sát_hại người lái_xe_ôm tại bản Unm xã Song_Khủa ,3
145,5,"Thông_tin mới nhất trên báo Vietnamnet và Dân Việt cho hay trưa ngày 49 , Công_an tỉnh Sơn_La đã phối_hợp với Công_an huyện Vân Hồ_truy_bắt được nghi phạm sát_hại người lái_xe_ôm ở bản_Un , xã Song_Khủa , huyện Vân_Hồ
",1
146,5,"Theo_đó , nghi phạm tên Lèo Văn_Hoàng ( 25 tuổi )
",0
148,5,"Trước_đó , chiều ngày 29 , người_dân bản Suối Liếm , xã Tô_Múa , huyện Vân Hồ , Sơn_La phát_hiện một người_đàn_ông tử_vong ven_đường , trên người xuất_hiện nhiều vết_đâm
",2
149,5,"Ngay khi nhận_được tin báo , Công_an xã Tô_Múa và công_an huyện Vân_Hồ đã nhanh_chóng có_mặt tại hiện_trường và báo_cáo sự_việc lên Công_an tỉnh Sơn_La
",0
150,5,"Tiến_hành xác_minh ban_đầu , nạn_nhân tên là Nguyễn_Văn_Tích ( SN 1952 , trú_tại tiểu_khu 32 , thị_trấn Nông_trường Mộc_Châu , huyện Mộc_Châu ) , làm_nghề xe_ôm
",0
151,5,"Kết_quả điều_tra ban_đầu , nạn_nhân nghi bị_giết , cướp tài_sản
",1
152,5,"Ngay sau_đó , Công_an tỉnh Sơn_La đã phối_hợp với Công_an huyện Vân Hồ_khẩn_trương điều_tra , truy_bắt nghi phạm gây_án
",0
153,5,"Bằng biện_pháp nghiệp_vụ , vào trưa 4/9 , lực_lượng công_an đã bắt_được nghi phạm tại bản_Un , xã Song_Khủa , huyện Vân_Hồ_về quy_án
",0
154,5,,3
155,5,"Hiện nghi phạm đã được đưa_về trụ_sở Công_an huyện Vân_Hồ để_lấy lời_khai và xác_minh lý_lịch
",0
156,5,"Minh_Di ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0
157,5,,3
158,6,"2 ngày sau khi bất_ngờ ra_tay đâm người_yêu cũ nhiều nhát trên phố Bùi_Thị_Xuân ( Hà_Nội ) , Phạm_Văn_Viên đã tới trụ_sở công_an đầu_thú
",1
159,6,"Thông_tin mới nhất trên báo Dân_Trí và Người lao_động cho_hay ngày 1810 , chỉ_huy Công_an Q Hai_Bà_Trưng ( TP Hà_Nội ) cho_biết vào tối_ngày 1610 , đối_tượng Phạm_Văn_Viên ( SN 1994 , quê ở Tứ_Kỳ , Hải_Dương ) , người đâm trọng_thương người_yêu cũ trên phố Bùi_Thị_Xuân ( Hà_Nội ) , vào tối hôm 1410 đã ra đầu_thú
",1
160,6,,3
161,6,"Thông_tin trước_đó cho_hay tối_ngày 14/10 , nhiều người_dân khi lưu_thông trên phố Bùi_Thị_Xuân bàng_hoàng khi thấy một cô_gái trẻ bất_ngờ bị nam thanh_niên cầm hung_khí đâm trọng_thương
",2
162,6,,3
163,6,"Sau_khi gây_án , nam thanh_niên lập_tức bỏ_đi
",1
164,6,"Phát_hiện cô_gái bị mất nhiều máu , một_số người_dân cố_gắng cầm_máu cho cô_gái và gọi xe cấp_cứu
",1
165,6,"Trong tiếng_nói yếu_ớt , cô_gái này cho_biết kẻ đâm mình là người_yêu cũ của cô
",1
166,6,"Ngay khi nhận_được tin báo , Công_an phường Bùi_Thị_Xuân và Đội Cảnh_sát Hình_sự Công_an quận Hai_Bà_Trưng đã nhanh_chóng có_mặt tại hiện_trường , điều_tra , làm rõ vụ_việc
",0
167,6,"Quá_trình xác_minh , bước_đầu , cảnh_sát xác_định nạn_nhân là chị T ( SN 1993 , quê Hưng Yên ; hiện tạm_trú tại quận Hai_Bà_Trưng , Hà_Nội )
",0
168,6,"Thông_tin cũng cho_biết thêm chị T và Viên từng yêu nhau khoảng 5 năm , đến năm 2016 tình_cảm rạn_nứt chị T đã quyết_định chia_tay
",0
169,6,,3
170,6,,3
171,6,"Người_yêu cũ được chị T nhắc_đến là Phạm_Quang_Viên ( SN 1994 , quê huyện Tứ_Kỳ , Hải_Dương )
",0
172,6,"Sau_khi bị chị T chia_tay Viên liên_tục nhắn_tin , gọi_điện đe_dọa , rồi lại năn_nỉ nối_lại tình_cảm
",1
173,6,,3
174,6,,3
175,6,,3
176,6,"Thời_gian gần_đây biết tin chị T có bạn_trai , Viên đã liên_tiếp gửi tin_nhắn dọa tạt axit , dọa giết , và tuyên_bố sẵn_sàng đền tiền , ngồi_tù chung_thân để hủy_hoại cuộc_đời người_yêu cũ
",1
177,6,,3
178,6,"Minh_Di ( tổng_hợp ) Nguồn Tinnhanhonline.vn
",0
179,6,,3
180,7,"Khai_nhận bước_đầu tại cơ_quan điều_tra , Tình khai_nhận chỉ một_mình ra_tay sát_hại 5 người trong gia_đình ông Chinh sau_đó lấy_đi nhiều tài_sản của nạn_nhân như xe_máy , điện_thoại , nữ_trang
",2
181,7,,3
182,7,,3
183,7,"Dân_Trí cho hay ngày 23/2 , cơ_quan CSĐT Công_an TP HCM vẫn đang tiến_hành làm rõ những tình_tiết có liên_quan đến vụ_án mạng khiến 5 người trong gia_đình bị sát_hại ở hẻm 131 , đường số 7 , phường Bình_Hưng Hòa , quận Bình_Tân , TPHCM và được phát_hiện vào trưa 30 Tết
",1
184,7,,1
185,7,"Thông_tin trước_đó trên Vnexpress cho_hay ngày 21/2 , Công_an TP HCM đã tiến_hành khởi_tố và bắt tạm_giam Nguyễn_Hữu_Tình ( 18 tuổi , quê An_Giang ) với cáo_buộc sát_hại 5 người trong gia_đình ông Mai_Xuân_Chinh ( 46 tuổi ) và Cướp tài_sản
",1
186,7,"Khai_nhận bước_đầu tại cơ_quan điều_tra , Nguyễn_Hữu_Tình khai_nhận chỉ một_mình ra_tay sát_hại cả gia_đình ông Chinh và không_hề có đồng_phạm
",2
187,7,"Trước_đó , dư_luận rúng_động khi hàng_loạt các phương_tiện truyền_thông đưa_tin về vụ_án mạng xảy_ra vào trưa 30 Tết Nguyên_đán Mậu_Tuất
",1
188,7,"Cụ_thể , trưa ngày 15/2 , một thanh_niên đã đi đến nhà ông Mai_Xuân_Chinh ( 46 tuổi , Thanh_Hóa ) hẻm 131 , đường số 7 , phường Bình_Hưng Hòa , quận Bình_Tân , TPHCM để giao gà cúng nhưng không có ai ra nhận , gọi_điện_thoại cũng không liên_lạc được
",0
189,7,"Khi nhìn vào bên_trong nhà thì người này thấy 1 phụ_nữ gục chết ngay tại vị_trí cửa_ra_vào nên hô_hoán và báo công_an
",2
190,7,"Ngay khi nhận_được tin báo , Công_an Q.Bình Tân đã phối_hợp cùng phòng nghiệp_vụ của Công_an TP HCM tiến_hành phá_cửa ngôi_nhà để vào trong thì phát_hiện thêm 4 người nữa cũng đã tử_vong trên người xuất_hiện nhiều vết_thương
",2
