id,newspaper_id,content,label,isTrain,RandomForest_tfidf_label,RandomForest_word2vec_label,LogisticRegression_tfidf_label,LogisticRegression_word2vec_label,Gaussian_tfidf_label,Gaussian_word2vec_label,average_label
52,2,"Mức cao nhất của khung hình_phạt là tử_hình
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,2,"Riêng đối_tượng Ngô_Văn_Hùng giúp_sức cho Tài sẽ bị khởi_tố về tội Tội che_giấu tội_phạm theo Điều 389 BLHS hiện_hành với khung hình_phạt được quy_định tại khoản 1 của điều này , bị phạt cải_tạo không giam_giữ đến 3 năm hoặc bị phạt_tù từ 6 tháng đến 5 năm
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,2,"Theo ông Đức , trong quá_trình điều_tra , căn_cứ vào tình_tiết diễn_biến vụ_việc cũng_như tính_chất phạm_tội , hậu_quả , tiền_án , tiền sự_nhà_chức_trách sẽ truy_tố theo các tội_danh tương_xứng , kèm_theo đó là các hình_phạt thích_đáng được quy_định cụ_thể tại BLHS
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,2,"Chúng_ta cần nhìn_nhận các hiệp_sĩ là người phải gánh_chịu mọi_sự nguy_hiểm , thiệt_hại về tính_mạng , tài_sản , tất_cả mọi trách_nhiệm pháp_lý khác nếu lỡ gây_ra thương_tích hay tử_vong cho đối_tượng gây_án , người xung_quanh khi làm_việc_nghĩa
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,3,"Mới_đây , ông_bố Zachary Paul Koehn , 29 tuổi , ở Iowa , nước Mỹ đã phải ra hầu_toà cùng với cô_bạn_gái Cheyanne Harris sau_khi cả_hai vô_trách_nhiệm dẫn đến cái_chết của cậu con_trai chỉ mới 4 tháng tuổi có tên là Sterling Koehn
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,3,"Hãng tin TS đưa_tin cho hay mới_đây , ông_bố Zachary Paul Koehn , 29 tuổi , ở Iowa , nước Mỹ đã phải ra hầu_toà cùng với cô_bạn_gái Cheyanne Harris sau_khi cả_hai vô_trách_nhiệm dẫn đến cái_chết của cậu con_trai chỉ mới 4 tháng tuổi có tên là Sterling Koehn
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,3,"Bé trai Sterling Koehn vừa qua_đời theo cách đầy uẩn_ức
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,3,"Vào ngày con_trai qua_đời , Zachary Paul Koehn gọi đến 911 báo rằng con mình đã tử_vong
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,3,"Sau_đó , phía cảnh_sát nhanh_chóng cử nhân_viên y_tế đến nhà để xem_xét tình_hình và phát_hiện ra hiện_thực phũ_phàng
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,3,"Nhân_viên y_tế ngày hôm_đó , Toni Friedrich kể_lại rằng vẻ_mặt của ông_bố Zachary Paul Koehn khi ấy chẳng có chút cảm_xúc thương_xót nào
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,3,"Phòng_ngủ của bé thì tối_tăm , nóng_nực và đôi_mắt thằng_bé vẫn mở nhưng đó là một ánh nhìn chòng_chọc trống_rỗng
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,3,"Sau_khi Zachary Paul Koehn bị truy_tố , phía luật_sư bào_chữa đã tuyên_bố cái chết của đứa trẻ là một thảm_kịch nhưng không_thể cấu thành tội giết_người
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,3,"Tuy_nhiên , phía công_tố thì lại cho_rằng Zachary Paul Koehn không_hề bất_cẩn , vô_ý
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,4,"Hơn hai ngày sau khi xảy_ra vụ thảm_án khiến 4 chết ở Cao_Bằng , nhiều người_dân sinh_sống tại xã Quang_Trọng ( huyện Thạch_An , tỉnh Cao_Bằng ) vẫn chưa hết sợ_hãi , bất_an trước những lời kể rùng_rợn về Lý_Đình_Khánh ( SN 1987 ) , kẻ nhẫn_tâm ra_tay sát_hại 4 người
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,4,"Lúc_này , tay tôi run_run cầm điện_thoại gọi công_an nhưng lại gọi nhầm cho người_khác
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,4,"Vừa chạy được mấy bước thì ngã xuống_hố sâu nhưng cũng may vì ngã xuống_hố nên tôi không bị Khánh_đuổi chém_tiếp
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,4,"Đến giờ , trong đầu tôi lúc_nào_cũng hiện_lên cảnh_tượng ấy khiến tôi luôn ám_ảnh , sợ_hãi
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,4,"Cũng theo thông_tin từ Thời_đại , sau khi vụ_án mạng xảy_ra , anh Triệu_Văn_Long ( trú_tại thôn Nà_Phạc , xã Quang_Trọng , huyện Thạch_An , tỉnh ) bỗng được người_thân gọi dậy về_nhà ngay có việc quan_trọng
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,4,"Linh_tính mách_bảo có_chuyện gì kinh_khủng lắm xảy_ra mọi_người mới phải gọi_về lúc đêm_khuya như_vậy , anh Long đã không dám tự đi xe về một_mình mà nhờ anh_rể đưa_về
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,4,"Khi về đến đầu ngõ dẫn vào nhà , anh Long thấy có hàng chục người_dân đứng tập_trung hai bên_đường , căn_nhà của chị_dâu là Triệu Thị P ( nạn_nhân bị Khánh sát_hại ) đã bị cháy_rụi nên nghĩ rằng bị cháy_nhà
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,4,"Được_biết , sau khi được các đơn_vị chức_năng bàn_giao thi_thể cho gia_đình , ngay trong chiều cùng ngày anh và mọi_người trong dòng_họ cùng bà_con hàng_xóm đã đưa người_thân về nơi yên_nghỉ cuối_cùng
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,4,"Về nghi_phạm , trao_đổi với Báo Người_Lao_Động , một lãnh_đạo Công_an tỉnh Cao_Bằng cho_biết Lý_Đình_Khánh ( 31 tuổi , người_dân tộc Dao , trú_tại xóm Nà Phạc ; đã có vợ và 2 con ) , từng bị phạt 3 năm tù về tội hiếp_dâm trẻ_em , mãn_hạn tù năm 2014
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,4,"Trước_đó , vào_khoảng 1h ngày 75 , tại xã Quang_Trọng ( huyện Thạch_An , tỉnh Cao_Bằng ) , khiến 4 người_chết
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
133,4,"Ngay sau_khi nhận_được thông_tin , Giám_đốc Công_an tỉnh Cao_Bằng lập_tức chỉ_đạo các đơn_vị nghiệp_vụ xác_minh , truy_tìm hung_thủ
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,4,"Đến 2h45 cùng ngày , lực_lượng công_an xác_định và bắt_giữ được kẻ gây_án là Lý_Đình_Khánh ( SN 1987 , ở cùng xóm Nà_Phạc , xã Quang_Trọng )
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,4,"Tại Cơ_quan Cảnh_sát điều_tra , Khánh khai_nhận , chiều 6/5 , Khánh_đi giúp gia_đình bên_ngoại chị Phương_làm nhà rồi ở_lại ăn_cơm tối
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,4,"Đến khoảng 0h ngày 7/5 , trong_lúc đi_qua nhà chị Phương , Khánh dừng_lại rồi vào nhà trêu_ghẹo thì bị chị Phương chống_trả , chạy thoát ra_ngoài
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
141,4,"Tiếp_đó , Khánh đốt_nhà của chị Phương_rồi bỏ_trốn và bị cơ_quan công_an bắt_giữ ngay sau_đó
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,5,"Thông_tin mới nhất trên báo Vietnamnet và Dân Việt cho hay trưa ngày 49 , Công_an tỉnh Sơn_La đã phối_hợp với Công_an huyện Vân Hồ_truy_bắt được nghi phạm sát_hại người lái_xe_ôm ở bản_Un , xã Song_Khủa , huyện Vân_Hồ
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,5,"Kết_quả điều_tra ban_đầu , nạn_nhân nghi bị_giết , cướp tài_sản
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,6,"2 ngày sau khi bất_ngờ ra_tay đâm người_yêu cũ nhiều nhát trên phố Bùi_Thị_Xuân ( Hà_Nội ) , Phạm_Văn_Viên đã tới trụ_sở công_an đầu_thú
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,6,"Thông_tin mới nhất trên báo Dân_Trí và Người lao_động cho_hay ngày 1810 , chỉ_huy Công_an Q Hai_Bà_Trưng ( TP Hà_Nội ) cho_biết vào tối_ngày 1610 , đối_tượng Phạm_Văn_Viên ( SN 1994 , quê ở Tứ_Kỳ , Hải_Dương ) , người đâm trọng_thương người_yêu cũ trên phố Bùi_Thị_Xuân ( Hà_Nội ) , vào tối hôm 1410 đã ra đầu_thú
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,6,"Thông_tin trước_đó cho_hay tối_ngày 14/10 , nhiều người_dân khi lưu_thông trên phố Bùi_Thị_Xuân bàng_hoàng khi thấy một cô_gái trẻ bất_ngờ bị nam thanh_niên cầm hung_khí đâm trọng_thương
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,6,"Sau_khi gây_án , nam thanh_niên lập_tức bỏ_đi
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,6,"Phát_hiện cô_gái bị mất nhiều máu , một_số người_dân cố_gắng cầm_máu cho cô_gái và gọi xe cấp_cứu
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,6,"Trong tiếng_nói yếu_ớt , cô_gái này cho_biết kẻ đâm mình là người_yêu cũ của cô
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,6,"Sau_khi bị chị T chia_tay Viên liên_tục nhắn_tin , gọi_điện đe_dọa , rồi lại năn_nỉ nối_lại tình_cảm
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,6,"Thời_gian gần_đây biết tin chị T có bạn_trai , Viên đã liên_tiếp gửi tin_nhắn dọa tạt axit , dọa giết , và tuyên_bố sẵn_sàng đền tiền , ngồi_tù chung_thân để hủy_hoại cuộc_đời người_yêu cũ
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,7,"Dân_Trí cho hay ngày 23/2 , cơ_quan CSĐT Công_an TP HCM vẫn đang tiến_hành làm rõ những tình_tiết có liên_quan đến vụ_án mạng khiến 5 người trong gia_đình bị sát_hại ở hẻm 131 , đường số 7 , phường Bình_Hưng Hòa , quận Bình_Tân , TPHCM và được phát_hiện vào trưa 30 Tết
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,7,"Thông_tin trước_đó trên Vnexpress cho_hay ngày 21/2 , Công_an TP HCM đã tiến_hành khởi_tố và bắt tạm_giam Nguyễn_Hữu_Tình ( 18 tuổi , quê An_Giang ) với cáo_buộc sát_hại 5 người trong gia_đình ông Mai_Xuân_Chinh ( 46 tuổi ) và Cướp tài_sản
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,7,"Khai_nhận bước_đầu tại cơ_quan điều_tra , Nguyễn_Hữu_Tình khai_nhận chỉ một_mình ra_tay sát_hại cả gia_đình ông Chinh và không_hề có đồng_phạm
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,7,"Trước_đó , dư_luận rúng_động khi hàng_loạt các phương_tiện truyền_thông đưa_tin về vụ_án mạng xảy_ra vào trưa 30 Tết Nguyên_đán Mậu_Tuất
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,7,"Tiến_hành bắt_tay vào điều_tra , lực_lượng chức_năng đã triển_khai nhiều tổ công_tác ; sau_đó bắt_giữ được đối_tượng Nguyễn_Hữu_Tình vào ngày 162 ( mùng 1 Tết ) tại huyện Cần_Giuộc ( tỉnh Long_An ) , là nghi phạm chính của vụ_án
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,7,"Tại cơ_quan công_an , đối_tượng Tình khai_nhận do tức_giận bà Mai_Thị_Hồng ( 37 tuổi , vợ ông Chinh ) vì bà này hay chửi_mắng và đối_xử không_công bằng trong quá_trình Tình làm_việc tại cơ_sở
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,7,"Sau_khi sát_hại cả_nhà ông Chinh , Tình lôi két_sắt ra định lấy tài_sản nhưng không mở được
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,7,"Tình lấy 2 điện_thoại của vợ_chồng ông Chinh , xe_máy cùng một số nữ_trang rồi khóa cửa bỏ_trốn về huyện Cần_Giuộc ( tỉnh Long_An ) thì bị công_an bắt_giữ chỉ chưa đầy 24 tiếng sau khi vụ_án được phát_hiện
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,7,"Đối_với số tài_sản đã cướp được , Tình khai đã nhờ một người_bạn tên K bán giùm 2 điện_thoại cho một cửa_hàng ở quận Gò_Vấp
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,7,"Sau_khi biết chiếc điện_thoại Tình cho là tang_vật trong vụ_án giết_người , cướp của nên K đã giao_nộp chiếc điện_thoại lại cho cơ_quan công_an
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,7,"Riêng bộ trang_sức ( gồm dây_chuyền , nhẫn và đôi hoa tai ) , Tình mang đến nhà một người_bạn ở Long_An nhờ cất giúp và công_an đã thu_hồi
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,7,"Cơ_quan CSĐT Công_an TP HCM hiện đang tiến_hành mở_rộng điều_tra và làm rõ các tình_tiết liên_quan trong vụ_án
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,8,"Tuy_nhiên , đây cũng không_phải tình_tiết kì cục duy_nhất trong vụ xử_tử lần_này
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,8,"Năm 1983 , Edmund Zagorski đã bị đưa_ra xét_xử vì tội giết_người dã_man , chịu mức án cao nhất_là tử_hình , với thời_gian thi_hành án là 34 năm sau ngày tuyên_án
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,8,"Và ngày đó cũng đã đến , vào thứ 5 vừa_qua ( ngày 11/1 ) , ông_lão Edmund , nay 63 tuổi , đã chính_thức bị xử_tử lúc 7 giờ 26 phút tối tại nhà_tù bảo_mật cao nhất Nashville , bang Tennessee , Mỹ
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,8,"Thay_vì chọn cách hành_quyết bằng hình_thức tiêm_thuốc độc như bao tù_nhân khác , Edmund lại quyết_định
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,8,"Kẻ_giết_người Edmund Zagorski trước và sau_khi thi_hành bản_án 34 năm trong tù
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,8,"Người_nhà của hai nạn_nhân năm 1983 cũng đã được mời đến chứng_kiến cảnh xử_tử Edmund
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,8,"Edmund được buộc đủ các loại dây đai vào người nhằm giữ chặt ông trên chiếc ghế tử_thần kia , kèm_theo một miếng bọt_biển đẫm nước được đặt trên cái đầu hói để dòng_điện dẫn truyền đến não nhanh hơn_nữa
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,8,"Người_nhà hai nạn_nhân năm 1983 tới chứng_kiến cảnh hành_quyết Edmund
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,8,"Tù_nhân 63 tuổi cũng_được cho nói một câu cuối trước lúc chết , và một_lần nữa ông lại gây sốc với lựa_chọn của mình Quẩy lên nào !
Vừa dứt_lời thì dòng_điện 1750 vôn chạy thẳng qua người tên tử_tù suốt 20 giây liên_tiếp , khiến tay_chân ông đỏ_ửng , người co_giật liên_hồi
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,8,"Nhưng có_vẻ như chừng_đó vẫn chưa đủ để hạ gục Edmund ; luật_sư của ông cho_rằng người này vẫn còn thở trước_khi phải qua đợt sốc điện thứ_hai kéo_dài trong 15 giây
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,8,"Sau đợt này thì ông ngừng cử_động hẳn
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,8,"Tử_tù Edmund đã nói Quẩy lên trước_khi dòng_điện 1750 vôn chạy qua người ông
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,8,"Đã có_nhiều luồng ý_kiến trái chiều xoay_quanh cách xử_tử của Edmund
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,8,"Trong khi nhiều người cho_rằng việc sử_dụng ghế_điện nên bị cấm vì đã quá lỗi_thời và vô_nhân_tính , thì luật_pháp bang Tennessee lại nói khác
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,8,"Cụ_thể là Edmund đã thực_hiện hành_vi giết_người trước năm 1999 , và vào_lúc_đó việc hành_quyết trên ghế_điện vẫn được pháp_luật bang này cho_phép
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,8,"Thêm nữa , đây cũng là yêu_cầu trực_tiếp của Edmund vì ông cho_rằng cách này nhanh ra_đi và bớt đau_đớn hơn
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,8,"Từ cuối những năm 90 , hầu_như nước Mỹ đã bỏ hình_thức tử_hình bằng ghế_điện , trừ một số bang cho_phép tử_tù chọn_lựa giữa tiêm_thuốc_độc và ghế_điện
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,8,"Tuy_vậy trong lịch_sử bang này từ 1999 đến nay , cũng chỉ có 2 trường_hợp_tử_hình bằng ghế_điện mà thôi , một vụ vào năm 2007 và bản_án của Edmund hôm_nay là trường_hợp thứ_hai
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,9,"Trước_đó , theo thông_tin ban_đầu , ngày 2/7 người_nhà của bà Giang_Thị_Phận ( 68 tuổi , ngụ_tại ấp Bà Liêm ) có đến Công_an xã Hòa_Minh trình_báo về việc bà Phận bị mất_tích
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249,9,"Cơ_quan Cảnh_sát điều_tra Công_an tỉnh Trà_Vinh nhanh_chóng có_mặt , khám_nghiệm hiện_trường , khám_nghiệm tử_thi điều_tra và làm rõ nguyên_nhân sự_việc
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,9,"Cơ_quan CSĐT Công_an tỉnh Trà_Vinh xác_nhận thi_thể trên là của bà Giang_Thị_Phận
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
252,9,"Ông Trường hiện đang sống một_mình trong căn chòi nơi xảy_ra vụ_án , có giấy chứng_nhận bệnh tâm_thần
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,10,"Công_an phong_tỏa hiện_trường nơi phát_hiện phần thi_thể nạn_nhân
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,10,"Theo thông_tin trên Người lao_động , Thời_đại , Thanh_niên , trưa 18/12 , Công_an tỉnh Bình_Dương_cho_biết đã tạm_giữ nghi_can Hoàng_Thị_Hồng_Diễm ( 32 tuổi , ngụ Hậu_Giang ) phục_vụ công_tác điều_tra liên_quan đến vụ sát_hại anh Trần_Thanh_Tú ( 37 tuổi , ngụ Sóc_Trăng ) , chồng_Diễm
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,10,"Sau_khi bắt_giữ nghi phạm Diễm , qua công_tác đấu_tranh lấy lời_khai , công_an tiếp_tục tung trinh xác đi tìm các bộ_phận cơ_thể còn_lại của anh_Tú
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,10,"Tại cơ_quan công_an , Diễm khai_nhận vào đêm 15/12 , anh_Tú đi_nhậu về phòng trọ ở P.Thuận Giao thì vợ_chồng Diễm xảy_ra mâu_thuẫn , cãi_vã dẫn đến ẩu_đả
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,10,"Sau_đó , Diễm_mang xe_máy có dính nhiều máu về tiệm sửa xe_máy ở đầu_đường Thuận Giao 05 để thay vỏ xe và để xe luôn ở_tiệm
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268,10,"Sau_khi phát_hiện phần thi_thể còn_lại , thợ sửa xe_máy đã trình_báo công_an
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
269,10,"Công_an tiến_hành lấy lời_khai của người_thợ sửa xe_máy và tạm_giữ chiếc_xe
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
273,11,"Một bà_mẹ 3 con sống tại Connecticut đã bị cảnh_sát bắt_giữ sau_khi họ phát_hiện ra những manh_mối rợn người trong lịch_sử tìm_kiếm trên điện_thoại của bà_ta chỉ một thời_gian ngắn trước cái_chết đột_ngột của cậu con_trai 5 tuổi
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
274,11,"Ngày 15/10 vừa_qua , Whitney Bosselman , 31 tuổi , đã bị cảnh_sát buộc_tội bỏ_bê , thiếu trách_nhiệm , dẫn đến cái_chết của cậu con_trai bị , Christopher Kenneth Bosselman
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,11,"Dù đã được tận_tình cấp_cứu nhưng nạn_nhân đã tử_vong từ trước_đó
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282,11,"Ngày 75 , cảnh_sát nhận_được một nguồn_tin bí_mật yêu_cầu họ kiểm_tra tài_khoản chơi game của Whitney để chắc rằng cô_ta thật_sự đang ngủ như đã khai_nhận trong khoảng thời_gian con_trai mất_tích
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,11,"Kiểm_tra tài_khoản game và máy_tính sẽ_biết được vào thời_điểm con_trai chết , cô_ta có thật_sự đang ngủ hay_là đang chơi game
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
292,11,"Trong_đó đáng chú_ý là cô_ta từng nhiều lần vào xem bài_viết có nội_dung về một người_đàn_ông tự_thú đã giết_chết con_trai tự_kỷ của mình như_thế_nào
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
293,11,"Bên_cạnh_đó , cảnh_sát còn phát_hiện rằng trước_khi chết , nạn_nhân và các chị_em đã từng phải sống trong điều_kiện khá tồi_tệ
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,11,"Trước những manh_mối cho_thấy rất có_thể Whitney chính là kẻ đã gây_ra cái_chết của con_trai , cảnh_sát ngay_lập_tức bắt_giữ cô_ta
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,11,"Whitney hiện đang bị giam_giữ với mức bảo_lãnh là 50000 USD và dự_định sẽ bị xét_xử vào ngày 6/11 tới đây
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,12,"Móc khai_nhận nguyên_nhân đầu_độc cả_nhà_chồng là do bản_thân luôn ấm_ức chuyện bị gia_đình anh Q ngăn_cản , thêm_vào đó , thi_thoảng anh Q cũng hay nói bóng_gió chuyện chị đến với anh Q không_phải vì yêu mà là vì tiền
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,12,"Tin_tức trên Thời_Đại và báo Giao_Thông cho_hay , liên_quan đến vụ đầu_độc cháo khiến 3 người trong một gia_đình nguy_kịch ở huyện Tân_Yên , tỉnh Bắc_Giang , Công_an tỉnh Bắc_Giang cho_biết , đơn_vị đang tạm_giữ hình_sự đối_tượng Hà_Thị_Móc ( SN 1985 , trú tại thôn 1 , xã Đại_Sơn , huyện Văn_Yên , Yên_Bái ) để điều_tra về hành_vi giết_người
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
323,12,"Ngày 29/4 , Móc mua cháo cho gia_đình ăn có trộn thuốc_diệt_chuột
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,12,"Sau_khi ăn xong thì anh Q cùng cháu Lưu Bá Q ( 6 tuổi , con_riêng anh Q ) và cháu Trần Văn C ( 5 tuổi , cháu của anh Q ) đều có triệu_chứng đau_bụng , sùi_bọt_mép sau_đó hôn_mê
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
331,12,"Vợ kế mua thuốc diệt_chuột đầu_độc chồng_con ở Bắc_Giang
",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
